2800.18,3.571198994,0.3701648,0.5922339,0.04651044
2802.108,3.568741819,0.3836853,0.6177152,0.04790483
2804.037,3.56628675,0.3981357,0.6445213,0.04944472
2805.965,3.563836327,0.4136162,0.672527,0.05118573
2807.894,3.561388001,0.4301097,0.7015424,0.05307175
2809.823,3.558943037,0.4475138,0.7314619,0.05498189
2811.751,3.556502692,0.4657145,0.7623634,0.05681455
2813.679,3.554065691,0.48463,0.794531,0.05856581
2815.608,3.551630767,0.5042356,0.8283528,0.06036036
2817.536,3.549200436,0.5245321,0.864163,0.06241272
2819.465,3.546772171,0.5455148,0.902104,0.06493149
2821.393,3.544348483,0.567152,0.9421023,0.06800846
2823.322,3.541926851,0.5894058,0.9839473,0.07154515
2825.25,3.539509778,0.6122673,1.027463,0.07525647
2827.179,3.537094751,0.6358033,1.072641,0.07875699
2829.107,3.534684266,0.6601524,1.119673,0.08169967
2831.036,3.532275817,0.6854948,1.168839,0.08391035
2832.964,3.529871894,0.7119854,1.220325,0.0854607
2834.893,3.527469996,0.7396954,1.27406,0.08664809
2836.821,3.525072608,0.7685878,1.329689,0.08788505
2838.75,3.522677235,0.7985553,1.386685,0.08954423
2840.678,3.520286354,0.829469,1.444561,0.09181826
2842.607,3.517897479,0.8612626,1.503122,0.09465389
2844.535,3.51551308,0.8939299,1.562509,0.09778464
2846.464,3.513130677,0.9275143,1.623121,0.1008531
2848.392,3.510752733,0.9620438,1.685398,0.1035731
2850.321,3.508376776,0.9974815,1.749592,0.1058696
2852.25,3.506004032,1.03371,1.815633,0.1079386
2854.178,3.503635723,1.070567,1.883158,0.1102031
2856.106,3.501270611,1.107905,1.951683,0.1131759
2858.035,3.498907466,1.145654,2.020818,0.1172769
2859.963,3.496548732,1.183824,2.09042,0.1226695
2861.892,3.494191954,1.222479,2.160597,0.1291751
2863.82,3.491839571,1.261658,2.231601,0.1362968
2865.749,3.489489135,1.301322,2.303664,0.1433476
2867.677,3.487143078,1.341333,2.376886,0.1496418
2869.606,3.484798958,1.381497,2.451209,0.1546874
2871.534,3.482459201,1.421637,2.526487,0.1583184
2873.463,3.480121373,1.461653,2.602557,0.1607255
2875.391,3.47778789,1.501536,2.679283,0.1623801
2877.32,3.475456327,1.54134,2.75648,0.1638821
2879.248,3.473129095,1.5811,2.833824,0.1657813
2881.177,3.470803772,1.620768,2.910763,0.1684328
2883.105,3.468482764,1.660194,2.986566,0.1719258
2885.034,3.466163657,1.699164,3.060475,0.1761015
2886.962,3.463848849,1.737466,3.131938,0.1806418
2888.891,3.461535932,1.774965,3.200804,0.1851907
2890.819,3.459227299,1.811621,3.267373,0.1894653
2892.748,3.456920548,1.847473,3.33226,0.1933225
2894.676,3.454618064,1.882569,3.396139,0.1967698
2896.605,3.452317454,1.916921,3.459468,0.1999284
2898.533,3.450021097,1.950483,3.522324,0.2029717
2900.462,3.447726604,1.983179,3.584415,0.2060674
2902.39,3.445436347,2.01494,3.645215,0.2093381
2904.319,3.443147946,2.045761,3.704297,0.2128495
2906.247,3.440863767,2.07566,3.761404,0.2166158
2908.176,3.438581434,2.104638,3.816503,0.220613
2910.104,3.436303307,2.132615,3.869709,0.2247885
2912.033,3.434027018,2.159424,3.921131,0.2290637
2913.961,3.431754921,2.184851,3.970779,0.233331
2915.89,3.429484651,2.20875,4.018556,0.237456
2917.818,3.427218559,2.231144,4.064366,0.2412881
2919.747,3.424954285,2.252294,4.108249,0.2446835
2921.675,3.422694174,2.272645,4.150474,0.2475349
2923.604,3.420435873,2.292711,4.191515,0.2497995
2925.532,3.418181719,2.3129,4.231942,0.251514
2927.461,3.415929367,2.333397,4.272271,0.2527912
2929.389,3.413681146,2.354135,4.312846,0.2537958
2931.318,3.41143472,2.374886,4.353802,0.2547069
2933.246,3.40919241,2.395403,4.395104,0.2556778
2935.175,3.406951885,2.415552,4.436609,0.256806
2937.103,3.404715463,2.435356,4.478106,0.2581236
2939.032,3.402480817,2.45494,4.519298,0.2596105
2940.96,3.400250258,2.474401,4.559774,0.2612247
2942.889,3.398021468,2.493689,4.599009,0.2629364
2944.817,3.395796751,2.512571,4.636441,0.2647496
2946.746,3.393573793,2.530699,4.671609,0.2667024
2948.674,3.391354894,2.547751,4.704314,0.2688405
2950.603,3.389137746,2.563582,4.734705,0.2711769
2952.531,3.386924642,2.578281,4.763246,0.2736574
2954.46,3.384713281,2.592134,4.790558,0.2761492
2956.388,3.38250595,2.605485,4.81721,0.2784684
2958.317,3.380300353,2.61859,4.843568,0.2804359
2960.245,3.378098772,2.631518,4.869785,0.2819454
2962.174,3.375898917,2.644176,4.895895,0.2830112
2964.102,3.373703064,2.6564,4.921966,0.2837723
2966.031,3.371508929,2.668125,4.948296,0.2844478
2967.959,3.369318781,2.679437,4.975307,0.2852534
2969.888,3.367130343,2.690586,5.003388,0.2863195
2971.816,3.364945878,2.701874,5.032667,0.2876427
2973.745,3.362763115,2.713522,5.062814,0.2890957
2975.673,3.360584312,2.725556,5.093055,0.2904907
2977.602,3.358407201,2.737802,5.122342,0.291671
2979.53,3.356234037,2.749946,5.149698,0.2925864
2981.459,3.354062558,2.761679,5.174505,0.2933182
2983.387,3.351895011,2.772784,5.196688,0.2940426
2985.316,3.349729141,2.783194,5.216649,0.2949505
2987.244,3.347567189,2.792947,5.235045,0.2961611
2989.173,3.345406907,2.802112,5.252498,0.2976719
2991.101,3.343250529,2.810709,5.269386,0.2993652
2993.03,3.341095813,2.818696,5.285767,0.3010651
2994.958,3.338944987,2.825992,5.301468,0.3026121
2996.887,3.336795815,2.832551,5.316234,0.303915
2998.815,3.33465052,2.838396,5.329865,0.3049548
3000.744,3.332506872,2.843626,5.342261,0.3057422
3002.672,3.330367086,2.848359,5.3534,0.3062585
3004.601,3.32822894,2.852665,5.363278,0.3064207
3006.529,3.326094643,2.856514,5.371901,0.3061005
3008.458,3.323961977,2.859799,5.379302,0.3051965
3010.386,3.321833147,2.86238,5.385615,0.3037271
3012.315,3.31970594,2.864178,5.391083,0.3018949
3014.243,3.317582557,2.865219,5.396017,0.3000803
3016.172,3.315460789,2.865642,5.400652,0.298752
3018.1,3.313342832,2.86565,5.40504,0.2983239
3020.029,3.311226482,2.865438,5.408988,0.2990132
3021.957,3.309113928,2.865143,5.412165,0.3007596
3023.886,3.307002976,2.86484,5.414293,0.3032405
3025.814,3.304895807,2.864561,5.415347,0.3059755
3027.743,3.30279023,2.864362,5.415711,0.3084775
3029.671,3.300688425,2.864317,5.416052,0.3103879
3031.6,3.298588204,2.864506,5.417081,0.3115479
3033.528,3.296491742,2.864969,5.419246,0.3119861
3035.457,3.294396857,2.865654,5.422521,0.311846
3037.385,3.292305717,2.866404,5.426411,0.3112924
3039.314,3.290216147,2.866994,5.430148,0.310447
3041.242,3.28813031,2.867196,5.433028,0.309373
3043.171,3.286046036,2.866846,5.43468,0.3081045
3045.099,3.28396548,2.865871,5.435175,0.3066924
3047.028,3.281886481,2.864281,5.434883,0.3052331
3048.956,3.279811188,2.862127,5.434223,0.3038628
3050.885,3.277737443,2.85948,5.433422,0.3027216
3052.813,3.275667393,2.85643,5.43244,0.3019106
3054.742,3.273598883,2.853134,5.431073,0.3014705
3056.67,3.271534055,2.849853,5.429207,0.3013912
3058.599,3.269470761,2.84695,5.427021,0.3016495
3060.527,3.267411135,2.844811,5.425031,0.3022464
3062.456,3.265353037,2.843727,5.42391,0.3032202
3064.384,3.263298594,2.843739,5.424184,0.3046228
3066.313,3.261245672,2.844586,5.425949,0.3064687
3068.241,3.259196393,2.845739,5.428775,0.3086846
3070.17,3.257148627,2.84657,5.431865,0.3110895
3072.098,3.255104492,2.846554,5.434386,0.3134223
3074.027,3.253061863,2.845452,5.435814,0.3154088
3075.955,3.251022853,2.84336,5.436115,0.3168406
3077.884,3.248985342,2.840635,5.435673,0.3176306
3079.812,3.246951437,2.837701,5.435008,0.3178215
3081.741,3.244919025,2.834871,5.434458,0.3175459
3083.669,3.242890206,2.832216,5.433977,0.3169591
3085.598,3.240862873,2.829604,5.433175,0.3161793
3087.526,3.238839122,2.826802,5.431559,0.3152599
3089.455,3.23681685,2.823661,5.428859,0.3142069
3091.383,3.234798147,2.820199,5.425219,0.3130201
3093.312,3.232780916,2.816621,5.421163,0.3117381
3095.24,3.230767243,2.813205,5.417365,0.3104559
3097.169,3.228755034,2.810163,5.414314,0.309307
3099.097,3.226746372,2.807537,5.412066,0.3084177
3101.026,3.224739167,2.805184,5.41021,0.3078573
3102.954,3.222735497,2.802858,5.408047,0.3076098
3104.883,3.220733277,2.80034,5.404921,0.3075801
3106.811,3.21873458,2.797536,5.400495,0.3076294
3108.74,3.216737328,2.7945,5.394876,0.3076256
3110.668,3.214743586,2.79138,5.388546,0.3074812
3112.597,3.212751281,2.788315,5.382139,0.3071703
3114.525,3.210762476,2.785354,5.376231,0.3067181
3116.454,3.208775101,2.782455,5.371192,0.3061774
3118.382,3.206791214,2.77954,5.367187,0.305607
3120.311,3.204808751,2.77658,5.364253,0.3050611
3122.239,3.202829764,2.773658,5.362385,0.304592
3124.168,3.200852195,2.770947,5.361546,0.3042572
