2800.18,3.571198994,0.5635867,0.6129302
2802.108,3.568741819,0.5823129,0.6329162
2804.037,3.56628675,0.6018345,0.6538115
2805.965,3.563836327,0.6221976,0.6756652
2807.894,3.561388001,0.6434518,0.6985261
2809.823,3.558943037,0.6656536,0.7224458
2811.751,3.556502692,0.6888657,0.7474772
2813.679,3.554065691,0.713149,0.7736692
2815.608,3.551630767,0.7385583,0.8010622
2817.536,3.549200436,0.76513,0.8296848
2819.465,3.546772171,0.7928836,0.859555
2821.393,3.544348483,0.8218232,0.8906839
2823.322,3.541926851,0.8519487,0.9230809
2825.25,3.539509778,0.8832626,0.9567568
2827.179,3.537094751,0.9157703,0.9917203
2829.107,3.534684266,0.9494734,1.027965
2831.036,3.532275817,0.9843583,1.065461
2832.964,3.529871894,1.020383,1.104151
2834.893,3.527469996,1.057475,1.143956
2836.821,3.525072608,1.095545,1.184789
2838.75,3.522677235,1.134509,1.226581
2840.678,3.520286354,1.174315,1.269305
2842.607,3.517897479,1.214964,1.312989
2844.535,3.51551308,1.256522,1.357712
2846.464,3.513130677,1.299104,1.403597
2848.392,3.510752733,1.342853,1.450774
2850.321,3.508376776,1.3879,1.499356
2852.25,3.506004032,1.434334,1.549405
2854.178,3.503635723,1.482173,1.600921
2856.106,3.501270611,1.531352,1.653829
2858.035,3.498907466,1.581726,1.707985
2859.963,3.496548732,1.633083,1.76319
2861.892,3.494191954,1.685177,1.819208
2863.82,3.491839571,1.737754,1.875787
2865.749,3.489489135,1.790584,1.932693
2867.677,3.487143078,1.843485,1.989714
2869.606,3.484798958,1.89633,2.046684
2871.534,3.482459201,1.949042,2.103474
2873.463,3.480121373,2.00157,2.15999
2875.391,3.47778789,2.053863,2.216146
2877.32,3.475456327,2.105847,2.271857
2879.248,3.473129095,2.157405,2.327021
2881.177,3.470803772,2.20839,2.381516
2883.105,3.468482764,2.258637,2.43521
2885.034,3.466163657,2.307991,2.487977
2886.962,3.463848849,2.356332,2.539703
2888.891,3.461535932,2.403584,2.590303
2890.819,3.459227299,2.449713,2.639717
2892.748,3.456920548,2.494707,2.687902
2894.676,3.454618064,2.538551,2.734824
2896.605,3.452317454,2.581215,2.780437
2898.533,3.450021097,2.622633,2.824682
2900.462,3.447726604,2.662711,2.867472
2902.39,3.445436347,2.70133,2.908694
2904.319,3.443147946,2.738367,2.948225
2906.247,3.440863767,2.773709,2.985946
2908.176,3.438581434,2.807286,3.021773
2910.104,3.436303307,2.839094,3.055699
2912.033,3.434027018,2.869233,3.087834
2913.961,3.431754921,2.897922,3.118426
2915.89,3.429484651,2.925515,3.147867
2917.818,3.427218559,2.952468,3.176659
2919.747,3.424954285,2.9793,3.205355
2921.675,3.422694174,3.006509,3.234473
2923.604,3.420435873,3.034506,3.26442
2925.532,3.418181719,3.063541,3.29543
2927.461,3.415929367,3.093678,3.327539
2929.389,3.413681146,3.124795,3.360601
2931.318,3.41143472,3.156623,3.394331
2933.246,3.40919241,3.188801,3.428352
2935.175,3.406951885,3.220928,3.462263
2937.103,3.404715463,3.252604,3.495659
2939.032,3.402480817,3.28346,3.528168
2940.96,3.400250258,3.313165,3.559461
2942.889,3.398021468,3.341445,3.58926
2944.817,3.395796751,3.368099,3.617361
2946.746,3.393573793,3.393022,3.643661
2948.674,3.391354894,3.416228,3.668178
2950.603,3.389137746,3.437867,3.691064
2952.531,3.386924642,3.458217,3.7126
2954.46,3.384713281,3.477653,3.733165
2956.388,3.38250595,3.496603,3.753191
2958.317,3.380300353,3.515488,3.773105
2960.245,3.378098772,3.534665,3.793273
2962.174,3.375898917,3.554386,3.813956
2964.102,3.373703064,3.574768,3.835274
2966.031,3.371508929,3.59579,3.857213
2967.959,3.369318781,3.617298,3.879617
2969.888,3.367130343,3.639033,3.902225
2971.816,3.364945878,3.660667,3.924711
2973.745,3.362763115,3.681854,3.946729
2975.673,3.360584312,3.702277,3.967966
2977.602,3.358407201,3.721688,3.988178
2979.53,3.356234037,3.739927,4.007208
2981.459,3.354062558,3.75693,4.024985
2983.387,3.351895011,3.772709,4.041509
2985.316,3.349729141,3.787323,4.056819
2987.244,3.347567189,3.800852,4.070974
2989.173,3.345406907,3.813374,4.084034
2991.101,3.343250529,3.824957,4.096053
2993.03,3.341095813,3.835663,4.107084
2994.958,3.338944987,3.84555,4.117188
2996.887,3.336795815,3.854674,4.126424
2998.815,3.33465052,3.863087,4.134858
3000.744,3.332506872,3.870828,4.142549
3002.672,3.330367086,3.877916,4.149541
3004.601,3.32822894,3.884358,4.155868
3006.529,3.326094643,3.890154,4.161556
3008.458,3.323961977,3.895312,4.166634
3010.386,3.321833147,3.899862,4.171138
