0.555536729,0.8311602
0.555596299,0.8311602
0.555655882,0.8311602
0.555715478,0.8311602
0.555775087,0.8311602
0.555834708,0.8311602
0.555894033,0.8311602
0.55595368,0.8311602
0.55601334,0.8311602
0.556073012,0.8311602
0.556132698,0.8311602
0.556192396,0.8311602
0.556252107,0.8311602
0.556311521,0.8311602
0.556371258,0.8311602
0.556431007,0.8311602
0.556490769,0.8311602
0.556550544,0.8311602
0.556610332,0.8311602
0.556670133,0.8311602
0.556729637,0.8311602
0.556789463,0.8311602
0.556849302,0.8311602
0.556909154,0.8311602
0.556969019,0.8311602
0.557028897,0.8311602
0.557088788,0.8311602
0.557148381,0.8311602
0.557208297,0.8311602
0.557268227,0.8311602
0.557328169,0.8311602
0.557388124,0.8311602
0.557448092,0.8311602
0.557507762,0.8311602
0.557567756,0.8311602
0.557627762,0.8311602
0.557687782,0.8311602
0.557747814,0.8311602
0.55780786,0.8311602
0.557867918,0.8311602
0.557927678,0.8311602
0.557987762,0.8311602
0.558047859,0.8311602
0.558107969,0.8311602
0.558168092,0.8311602
0.558228228,0.8311602
0.558288377,0.8311602
0.558348227,0.8311602
0.558408402,0.8311602
0.55846859,0.8311602
0.55852879,0.8311602
0.558589004,0.8311602
0.558649231,0.8311602
0.558709158,0.8311602
0.558769411,0.8311602
0.558829677,0.8311602
0.558889955,0.8311602
0.558950247,0.8311602
0.559010551,0.8311602
0.559070869,0.8311602
0.559130887,0.8311602
0.559191231,0.8311602
0.559251587,0.8311602
0.559311957,0.8311602
0.559372339,0.8311602
0.559432735,0.8311602
0.559492831,0.8311602
0.559553253,0.8311602
0.559613687,0.8311602
0.559674135,0.8311602
0.559734596,0.8311602
0.55979507,0.8311602
0.559855557,0.8311602
0.559915744,0.8311602
0.559976257,0.8311602
0.560036783,0.8311602
0.560097323,0.8311602
0.560157875,0.8311602
0.56021844,0.8311602
0.560278705,0.8311602
0.560339297,0.8311602
0.560399901,0.8311602
0.560460519,0.8311602
0.56052115,0.8311602
0.560581794,0.8311602
0.560642451,0.8311602
0.560702807,0.8311602
0.560763491,0.8311602
0.560824187,0.8311602
0.560884897,0.8311602
0.56094562,0.8311602
0.561006356,0.8311602
0.561067105,0.8311602
0.561127552,0.8311602
0.561188328,0.8311602
0.561249116,0.8311602
0.561309918,0.8311602
0.561370733,0.8311602
0.561431561,0.8311602
0.561492087,0.8311602
0.561552941,0.8311602
0.561613809,0.8311602
0.561674689,0.8311602
0.561735583,0.8311602
0.56179649,0.8311602
0.561857411,0.8311602
0.561918029,0.8311602
0.561978975,0.8311602
0.562039935,0.8311602
0.562100908,0.8311602
0.562161895,0.8311602
0.562222894,0.8311602
0.562283591,0.8311602
0.562344617,0.8311602
0.562405656,0.8311602
0.562466709,0.8311602
0.562527775,0.8311602
0.562588854,0.8311602
0.562649946,0.8311602
0.562710735,0.8311602
0.562771854,0.8311602
0.562832986,0.8311602
0.562894131,0.8311602
0.56295529,0.8311602
0.563016462,0.8311602
0.563077647,0.8311602
0.563138529,0.8311602
0.56319974,0.8311602
0.563260966,0.8311602
0.563322204,0.8311602
0.563383456,0.8311602
0.563444721,0.8311602
0.563505999,0.8311602
0.563566973,0.8311602
0.563628278,0.8311602
0.563689596,0.8311602
0.563750928,0.8311602
0.563812273,0.8311602
0.563873631,0.8311602
0.563935003,0.8311602
0.56399607,0.8311602
0.564057468,0.8311602
0.56411888,0.8311602
0.564180305,0.8311602
0.564241744,0.8311602
0.564303196,0.8311602
0.564364661,0.8311602
0.564425821,0.8311602
0.564487313,0.8311602
0.564548818,0.8311602
0.564610337,0.8311602
0.564671869,0.8311602
0.564733415,0.8311602
